project_name,classification,commit_message
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,patched the camel-maven-plugin so it compiles the main/test code first before trying to boot up the camel context. Also added log4j/clogging in there so examples typically get logging toogit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@548336 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,add the auto-discovery of JPA endpoints; also allow the persistence unit to be specified in the URI. e.g. jpa:type or jpa:persistenceUnit:typegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@525201 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,add the auto-discovery of JPA endpoints; also allow the persistence unit to be specified in the URI. e.g. jpa:type or jpa:persistenceUnit:typegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@525201 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-3041 Added OSGi JMX test for the auto assigned CamelContextIdgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@984699 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,add the auto-discovery of JPA endpoints; also allow the persistence unit to be specified in the URI. e.g. jpa:type or jpa:persistenceUnit:typegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@525201 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added more helper behaviour to the MockEndpoint for easier testing; also migrated the various processor tests to the new MockEndpoint approach to simplify testinggit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@530429 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,camel-5280 - Add addServlet for Producergit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1342616 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,minor refactorings to make it easy to implement a resolver and avoid wrapping any underlying exceptions; also added a very rough initial spike of a MINA modulegit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520985 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Add a testcase to show the code fault of InstrumenationLifeCycleStrategygit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@660348 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,Got rid the the activate/deactivate methods on Component since they look better on Endpoint.. but I did add similar methods to the Container. Also repliated the JmsRouteTest as a QueueRouteTestgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@520287 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CMComponent must not rely on dependency injection as it should work out of the box.README.md is updated in order to reflect new component name (ncamel-cm-sms instead of camel-cm).
camel,Feature Addition,"@Mock and @Uri are now qualifiers. Added an example of Endpoint injection via @Named. Also simplified the use of @Inject with camel injection; it now requires a qualifier if using @Inject to inject Endpoint/ProducerTemplate of either @Mock, @Uri, @Named - otherwise dont use @Inject and just use the vanilla Camel injection annotations (@Produce or @EndpointInject). The use of qualifiers avoids all kinds of CDI issues when trying to mix and match @Inject @EndpointInject and @Inject @Named in the same application; for Endpoint/ProducerTemplate injection there must be a unique qualifier used now. Note @Consume doesnt do injection per se so @Inject is never used directly with it. Finally @Mock() now takes an optional URI for the MockEndpointgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@1380275 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,allowd the different message listener containers to be configured; also added helper methods to create consumers & producers using injected spring resourcesgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@523432 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,"further improvements for CAMEL-133, a client can now create an exchange on an endpoint specifying the ExchangePattern it wants to use for an Exchange via Endpoint.createExchange(pattern)git-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@572625 13f79535-47bb-0310-9956-ffa450edef68n"
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,added a test case using the Java DSL to perform a routing test for validationgit-svn-id: https://svn.apache.org/repos/asf/activemq/camel/trunk@563510 13f79535-47bb-0310-9956-ffa450edef68n
camel,Feature Addition,CAMEL-1576 Add OSGiIntegrationTestSupport and OSGiIntegrationSpringTestSupport for better supporting of the OSGi integration testgit-svn-id: https://svn.apache.org/repos/asf/camel/trunk@770182 13f79535-47bb-0310-9956-ffa450edef68n
