project_name,classification,commit_message
tomcat,Feature Addition,Refactor TldLocationsCache to use scan results from the initializer. This means we only scan the application and classpath once to locate TLDs and eliminates duplicate code that needed to be kept in sync between Catalinas TldConfig and Jaspers TldLocationsCache. Deprecate TldLocation to be replaced with TldResourcePath once TagLibraryInfo and dependency management can be decoupled.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1513028 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,Add LifecycleMBeanRegistration Align init() and destroy() Executors and Connectors need to handle their own (de)registrationgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@940298 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,More cookie refactoring  - new support class for common elements of parsing and writing  - better consistency between parsing and writing  - remove unused code  - reduce visibility of methods where possible  - auto-switch to v1 for any attribute that might require quoting  - better names for constants  - allow v0 cookies to break http spec (disabled by default)  - update test cases and documentationgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@836113 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,Align OutputBuffer initialisation across the connectors Reduce visibility of properties and methodsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1157204 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,Align InputBuffer initialisation across the connectors Remove unused code Reduce visibility of properties and methodsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1157198 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,Add support for WebFilter Remove wrappers to implement isAsyncSupported() having found the setAttribute() code It is individual filters rather than the whole filter chain that need to be considered for isAsyncSupportedgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@887992 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,Align OutputBuffer initialisation across the connectors Reduce visibility of properties and methodsgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1157204 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,"First batch, based on sandbox. The main change is adding the ObjectManager to abstract configuration/JMX/integration, and replace some filters with explicit interfaces, as was suggested. This has dependencies on coyote and tomcat-util, and some optional servlets/filters/plugins to provide various features from the spec.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@761964 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,Feature Addition,"First batch, based on sandbox. The main change is adding the ObjectManager to abstract configuration/JMX/integration, and replace some filters with explicit interfaces, as was suggested. This has dependencies on coyote and tomcat-util, and some optional servlets/filters/plugins to provide various features from the spec.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@761964 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,Feature Addition,Add LifecycleMBeanRegistration Align init() and destroy() Executors and Connectors need to handle their own (de)registrationgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@940298 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Feature Addition,Refactor Catalinas TLD processing into Jaspers ServletContainerInitializer. Replaces the TldConfig lifecycle listener with code the SCI to scan for TLDs and register listeners dynamically. Removes the processTld property from StandardContext and deprecates other TLD related properties on Context Does not yet address refactoring Jaspers own TLD processing into the SCI.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1512826 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,Non Functional,Merge LifecycleBase and LifecycleSupportgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1670455 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove jk jni code from Tomcat 7. It is deprecated in mod_jk and will almost certainly have been rmeoved by the time 7.0.x has a stable release. Shout if I deleted something I shouldnt have.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@751303 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove jk jni code from Tomcat 7. It is deprecated in mod_jk and will almost certainly have been rmeoved by the time 7.0.x has a stable release. Shout if I deleted something I shouldnt have.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@751303 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove $Id keyword from files in catalina/**git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1561126 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove JASPIC authenticator and associated modules implemented during GSoC. See http://tomcat.markmail.org/thread/ar2pdpb6vibu2dwd for reasoning.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1722510 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove jk jni code from Tomcat 7. It is deprecated in mod_jk and will almost certainly have been rmeoved by the time 7.0.x has a stable release. Shout if I deleted something I shouldnt have.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@751303 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove jk jni code from Tomcat 7. It is deprecated in mod_jk and will almost certainly have been rmeoved by the time 7.0.x has a stable release. Shout if I deleted something I shouldnt have.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@751303 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Connector re-factoring Align APR with BIO/NIOgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1137184 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove unused filegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1064897 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove the org.apache.jk package as per discussion on dev list. Do this early in Tomcat 7 development to increase chances of identifying any issues with org.apache.coyoye.ajp packagegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@763588 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove jk jni code from Tomcat 7. It is deprecated in mod_jk and will almost certainly have been rmeoved by the time 7.0.x has a stable release. Shout if I deleted something I shouldnt have.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@751303 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Implement a TODO. Trigger an exception if an HTTP upgrade is attempted over AJP.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1716656 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove deprecated codegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1723369 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,Update the comment. We dont want or need another full EL parser.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@898318 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,s/can not/cannot/git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1667048 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove comment - odds of session duplication are so small to be insignificantgit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@915075 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Remove deprecated codegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1723369 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,Extend Lifecycle/MBean refactoring to ContainerBasegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@942813 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,Extend Lifecycle/MBean refactoring to ContainerBasegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@942813 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Extend Lifecycle/MBean refactoring to ContainerBasegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@942813 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,Extend Lifecycle/MBean refactoring to ContainerBasegit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@942813 13f79535-47bb-0310-9956-ffa450edef68n
tomcat,None,"Remove SSLExt and related classes.SSLExt has a lot of native methods that are said to be implemented in Tomcat Native trunk,nbut actually there in no implementation code for them in current native trunk.nnIt looks that some methods have already been moved elsewhere, e.g. into SSLContext class.nnAprSocket, AprSocketContext rely on SSLExt.nI tried to selectively remove code, but calls likenSSLExt.sslSetMode(socket, SSLExt.SSL_MODE_ENABLE_PARTIAL_WRITE |nSSLExt.SSL_MODE_ACCEPT_MOVING_WRITE_BUFFER);ncannot be replaced.nnHostInfo is a simple serializable class that hold information on a host. Also related to unimplemented NPN support.nngit-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@1712683 13f79535-47bb-0310-9956-ffa450edef68n"
tomcat,None,"Remove MultiMap class. It is never used. Note, that its implementation was incomplete, e.g. MultiMap.Field#name and #value fields are never assigned.git-svn-id: https://svn.apache.org/repos/asf/tomcat/trunk@939299 13f79535-47bb-0310-9956-ffa450edef68n"
